"","substanceBXH","geneSymbol","LocusLinkID","moduleColor","GS.rasgo","p.GS.rasgo","MM.turquoise","p.MM.turquoise","MM.blue","p.MM.blue","MM.grey","p.MM.grey","MM.yellow","p.MM.yellow","MM.green","p.MM.green","MM.magenta","p.MM.magenta","MM.pink","p.MM.pink","MM.red","p.MM.red","MM.black","p.MM.black","MM.brown","p.MM.brown"
"MMT00024833","MMT00024833","Tbx15",21384,"grey",-0.080259532300991,0.356604024739488,0.227897062229313,0.00808909381955766,-0.122114163043074,0.15984394141646,0.0427791175906246,0.623575354402154,-0.099911784784482,0.250719431680118,-0.0566558379285779,0.515552071112299,0.134702581224178,0.120717800463508,0.122331354498796,0.159096860584461,-0.0214407152633955,0.805761774190139,-0.0454018267051933,0.602430122253773,-0.0473279907206173,0.587107192937023
"MMT00049477","MMT00049477","Ctsb",13030,"grey",0.0801375687570122,0.357337665959546,0.0755400118807223,0.385675292477407,0.0731983016526798,0.400616016297074,-0.219802713962185,0.0107152518830537,-0.0200190590308244,0.818410918291324,-0.250640060594068,0.00348954629161845,-0.328613413532021,0.000105943222199123,-0.0363484767749733,0.676707745240309,-0.0986492709749825,0.256787036983631,-0.110696526136032,0.202905552597456,-0.370464717158504,1.05258346452147e-05
"MMT00042179","MMT00042179","Atp6v1e1",11973,"grey",-0.0800830416586874,0.357665963785659,0.109358051134849,0.208454232596118,-0.45601620704306,3.07547484962345e-08,0.674307824436607,4.2323459336347e-19,0.227011169265769,0.00834567106238922,0.295262030437065,0.000533330503313802,0.335865612934999,7.26667080089411e-05,0.0510511800029261,0.558006009321237,-0.105942489676687,0.223104128468043,-0.163621382961688,0.058883612523842,0.545463225730554,9.42209578108435e-12
"MMT00013033","MMT00013033","Cpeb1",12877,"grey",-0.0796557437683453,0.360245141580483,-0.0160390620447274,0.854062125289644,0.239594087388821,0.00529935976889244,-0.268033002468114,0.00174131014021032,0.202195385926998,0.0191341950716547,-0.213719126798897,0.0131560014537332,-0.146597574179703,0.0909829000235562,-0.0961709734547533,0.268988827882397,-0.0952444633098976,0.273649896344553,0.303199428061485,0.00036928927297719,-0.421250590012431,4.00877369474772e-07
"MMT00077809","MMT00077809","Trim30",20128,"grey",-0.079513553752591,0.361105956144471,-0.158749968870252,0.0669389902170886,-0.221935826415616,0.0099590319378465,0.364755934818885,1.47060111972559e-05,0.394267199728806,2.43390885730563e-06,0.0364403148194668,0.675936821594022,-0.0356734685986044,0.682384257982947,-0.0470331739487392,0.589440910144254,-0.0337850320049104,0.698358913783685,-0.213512347295801,0.0132468783303599,0.282114685049607,0.000958392902273236
"MMT00033228","MMT00033228","Ly86",17084,"grey",-0.0793349815573879,0.362188832361864,-0.162632774405978,0.060450612975664,-0.0668659662033894,0.442702532798531,0.197073770667075,0.0224685558783033,0.3996578197565,1.71893206758474e-06,-0.0518148155494383,0.552124148587321,-0.108326062999409,0.212805990829157,-0.201966582997097,0.0192734728736257,0.00924252291538336,0.91559040814767,-0.0500227414082249,0.565974795727852,0.186230026357132,0.0312044157214641
"MMT00046479","MMT00046479","St14",19143,"grey",-0.0792978846136118,0.362414043261745,0.0771357948948719,0.375689304981332,-0.0635775784988799,0.465507867005174,0.0220677957545181,0.800198065387658,0.282555923962908,0.000940150159837773,0.00413952997499939,0.962138804744151,-0.187138651457014,0.0303756552801473,-0.198441145414496,0.0215328087162346,0.449143449886571,5.2279781360352e-08,-0.0105383895466751,0.903808941131407,-0.0983365336336635,0.258305487568846
"MMT00059941","MMT00059941","Dmp1",13406,"grey",0.0792795146150929,0.362525597314389,-0.212592011377463,0.0136580410757888,0.00597608957709789,0.945363150188904,0.308477920952012,0.000287528918971902,-0.130439090931032,0.133039951078622,0.240509515115277,0.00512251550105971,0.253310496139364,0.00314568370973541,0.0247075534285284,0.776889892954974,-0.0422250591082013,0.628082686400811,-0.0930683564034728,0.28481099517389,0.476424485022046,5.92916400988387e-09
"MMT00033627","MMT00033627","Trim16",94092,"grey",0.0792488259808418,0.362712005197716,-0.171444260061932,0.0476239780378643,0.0543863460525387,0.532541253662024,0.0924280533336594,0.288152223565089,-0.106991338582792,0.218530001326375,0.261104397585337,0.00230962988403859,0.138550583495209,0.110372048497282,-0.0474637814976227,0.586033721923833,0.157246044922548,0.0695997358036182,0.131105758672668,0.131052112810403,0.210756181438145,0.0145116006524372
"MMT00082650","MMT00082650","1500041J02Rik",67876,"grey",0.0792348216171576,0.362797089749589,0.112003450508714,0.197591064392981,-0.122094694525141,0.159911035797038,0.404071400022588,1.28706581700283e-06,-0.202974129311755,0.0186666533749174,0.394327148597929,2.42459440585704e-06,0.372360322772514,9.40628620122981e-06,0.0603711279067144,0.488352540111285,-0.0223609950038102,0.797600100752129,0.0534395260925553,0.539710939990687,0.320213926879562,0.000162054827995039
"MMT00058443","MMT00058443","Cml2",93673,"grey",0.0791519386340259,0.363300904337308,0.0230997770254116,0.791063820063506,-0.193540429953176,0.0250498822822129,0.36447592325095,1.49467930771169e-05,-0.275014586234298,0.00130016058567626,0.200023025685843,0.0204922942905082,0.46553757460546,1.44606004657124e-08,0.174177940911227,0.044137914025525,0.0399646975577516,0.646612012387925,-0.0673577600113037,0.439347042263083,0.396108846732872,2.16271593537313e-06
"MMT00019697","MMT00019697","Atp11c",320940,"grey",0.0788130721860019,0.365365245167209,-0.184584328036992,0.0327543267197251,-0.136565817647583,0.115618312347723,0.487645661993818,2.28824539280124e-09,-0.0333956726928407,0.701669352198598,0.266967016071654,0.00181952609474319,0.710107598910775,7.47400316517935e-22,0.0442852701861199,0.611393231010314,-0.0965481448317554,0.267106884236638,-0.00556184643339581,0.94914513626052,0.567959642099303,8.25387981419652e-13
"MMT00004283","MMT00004283","A530057A03Rik",215456,"grey",-0.078683618845256,0.366155769581884,0.10091773680669,0.245956220587042,-0.00869188239940256,0.920602302965615,-0.0516952235837587,0.553043308272978,0.106665721223924,0.219942862066001,-0.129711350294326,0.135236147395637,-0.185812241356569,0.0315918696629062,-0.0669830987190503,0.441902030346822,-0.113530254088058,0.191510871921925,0.0621435289414612,0.47565163463324,-0.337686042565346,6.60071708572587e-05
"MMT00012409","MMT00012409","2810455B10Rik",72823,"grey",0.0786682635394343,0.366249608776193,-0.0620652774423896,0.476208574201221,0.561313316548049,1.72734380778701e-12,-0.634928894505168,1.7428844244884e-16,-0.0622682108929395,0.474764965597538,-0.171296837000181,0.0478183006535796,-0.251385846722294,0.00339026285602825,-0.0765169613324419,0.379542915782506,0.036914476323743,0.671961886237975,0.497887226556075,9.30823217682072e-10,-0.673228983008046,5.0532278429312e-19
"MMT00032189","MMT00032189","Prodh",19125,"grey",0.0786442453885999,0.366396418001775,0.218874333963113,0.0110598395780238,-0.0682421421645696,0.433349409192626,0.224184939162295,0.00921297335295557,-0.333696504549416,8.14211081376398e-05,0.221424801688085,0.0101357835816332,0.371578981796163,9.85339322078609e-06,0.0761251489786041,0.381995194057608,-0.0268820705711097,0.757836688839531,0.0277433628497998,0.750329330921658,0.226251001123078,0.00857154532718611
"MMT00055785","MMT00055785","Ms4a6d",68774,"grey",-0.0782730227643094,0.368670101874832,-0.264567330893968,0.0020074065727104,-0.213727849742311,0.0131521798435095,0.380839889632192,5.63851525948974e-06,0.377699113164932,6.82671995143894e-06,0.0708532023580818,0.415917575093587,0.0476556626457446,0.584518374660157,-0.137974770084946,0.111874562092244,-0.0464034133420732,0.594440093830613,-0.119344271447116,0.169602833158161,0.398554689196069,1.84665103549826e-06
"MMT00024067","MMT00024067","Abi2",329165,"grey",-0.0782075431225034,0.36907205354912,0.041990485148236,0.629995125851256,-0.334723925802108,7.71584006638441e-05,0.411461343018356,7.8547037260017e-07,0.430230312875572,2.12233744338262e-07,0.192235364195378,0.0260655000919599,0.111712596544554,0.198764994239033,-0.0688900499910919,0.428985351690747,-0.0287907042574695,0.741231755756116,-0.0113805747125092,0.896163199127905,0.223108302255772,0.00956372145758626
"MMT00029439","MMT00029439","Fcer1g",14127,"grey",-0.0781291984461161,0.369553332096004,-0.0861123734029936,0.322505111326203,-0.0448088938828978,0.607182586733651,-0.0645553764940914,0.458660127216448,0.317957345031498,0.000181276555019401,-0.243752100436422,0.00453774939223221,-0.288550444453442,0.000721872605022731,-0.182921041483034,0.0343865262886635,-0.00175656928532309,0.983929079273154,-0.146704295013932,0.0907452596129793,-0.111755579144732,0.198591193396286
"MMT00029126","MMT00029126","3110041P15Rik",73159,"grey",-0.0780356166133589,0.370128719108368,-0.0479363556431536,0.582304903437735,0.0414455397755734,0.63444742506587,-0.127051100212787,0.143500411075641,0.26172069283003,0.00225300059769211,-0.0962979133859441,0.268354443215967,-0.413468326218065,6.8547393930994e-07,-0.0614948050009236,0.480279455174704,0.0570204871842925,0.512848513542158,0.00514099997485608,0.952988569477192,-0.275488597401004,0.00127427232344134
